"Highlight (Yellow)","Page 6","","Tip If you take only one thing from this book and from the concept of microservices in general, it should be this: ensure that you embrace the concept of independent deployability of your microservices. Get into the habit of deploying and releasing changes to a single microservice into production without having to deploy anything else. From this, many good things will follow."
"Highlight (Yellow)","Page 270","","continuous delivery with fine-grained control over the blast radius”"
"Highlight (Yellow)","Page 270","","progressive delivery can empower the product owner"
"Highlight (Yellow)","Page 270","","implying a somewhat technically savvy product owner,"
"Highlight (Yellow)","Page 271","","a much deeper dive into the world of feature toggles, I can heartily recommend Pete Hodgson’s writeup “Feature Toggles (aka Feature Flags)”"
"Highlight (Yellow)","Page 271","","If the feature works for that canary group, then it can be rolled out to more of your customers until everyone sees the new version. For a microservice architecture, a toggle could be configured at an individual microservice level, turning functionality on (or off) for requests to that functionality from the outside world or other microservices."
"Highlight (Yellow)","Page 272","","Another technique is to have two different versions of a microservice running side by side, and use the toggle to route to either the old or the new version. Here, the canary implementation has to be somewhere in the routing/networking path, rather than being in one microservice. When"
"Highlight (Yellow)","Page 273","","book Monolith to Microservices."
"Highlight (Yellow)","Page 273","","With blue-green deployment, feature toggles, canary releases, and parallel runs we’ve just scratched the surface of the field of progressive delivery. These ideas can work well together (we’ve already touched on how you could use feature toggles to implement a canary rollout for example), but you probably want to ease yourself in. To start off, just remember to separate the two concepts of deployment and release. Next, start looking for ways to help you deploy your software more frequently, but in a safe manner."
"Highlight (Yellow)","Page 278","","Succeeding with Agile,2 Mike Cohn"
"Highlight (Yellow)","Page 279","","Virtually every team I’ve worked on has used different names for tests than the ones that Cohn uses in the pyramid."
"Highlight (Yellow)","Page 279","","Unit tests typically test a single function or method call. The tests generated as a side effect of test-driven design (TDD) will fall into this category, as do the sorts of tests generated by techniques such as property-based testing."
"Highlight (Yellow)","Page 280","","Service tests are designed to bypass the user interface and test our microservices directly. In a monolithic application, we might just be testing a collection of classes that provide a service to the UI."
"Highlight (Yellow)","Page 280","","The cause of the test failure should be limited to just the microservice under test. To achieve this isolation, we need to stub out all external collaborators so only the microservice itself is in scope,"
"Highlight (Yellow)","Page 282","","Finding that your test suite is taking too long to run? When broader-scoped tests like our service or end-to-end tests fail, write a smaller-scoped unit test to pick up that breakage sooner."
"Highlight (Yellow)","Page 283","","create a stub microservice that responds with canned responses to known requests from the microservice under test."
"Highlight (Yellow)","Page 284","","Growing Object-Oriented Software, Guided by Tests by Steve Freeman and Nat Pryce."
"Highlight (Yellow)","Page 286","","We can deal with both of these problems elegantly by having multiple pipelines “fan-in” to a single end-to-end test stage."
"Highlight (Yellow)","Page 287","","When we detect flaky tests, it is essential that we do our best to remove them. Otherwise, we start to lose faith in a test suite that “always fails like that.”"
"Highlight (Yellow)","Page 287","","start to assume that failing tests are OK. In “Eradicating Non-Determinism in Tests,”6 Martin Fowler advocates the approach that if you have flaky tests, you should track them down and—if you can’t immediately fix them—remove them from the suite so you can treat them."
"Highlight (Yellow)","Page 289","","Sometimes organizations react by having a dedicated team write these tests. This can be disastrous."
"Note","Page 289","","Zinio..."
"Highlight (Yellow)","Page 289","","Ultimately, I am convinced that at a certain level of organizational scale, you need to move away from cross-team end-to-end tests for this reason."
"Highlight (Yellow)","Page 291","","your teams work independently, it follows that they should be able to test independently."
"Highlight (Yellow)","Page 292","","With a shared end-to-end test suite, you undermine your goal of independent deployability."
"Highlight (Yellow)","Page 293","","Arguably, consumer-driven contracts are as much about fostering clear lines of communication and collaboration, where needed, between microservices and the teams that consume them. It could be argued, in fact, that implementing CDCs is just making more explicit the communication between the teams that must already exist. In cross-team collaboration, CDCs are an explicit reminder of Conway’s law. CDCs"
"Highlight (Yellow)","Page 295","","Alternatively, if you are creating an API for thousands of potential consumers, such as with a publicly available web service API, you may have to play the role of the consumer yourself (or perhaps work with a subset of your consumers) in defining these tests. Breaking huge numbers of external consumers is a pretty bad idea, so if anything the importance of CDCs is increased!"
"Highlight (Yellow)","Page 295","","From speaking to people who have been implementing microservices at scale for a while now, I have learned that most of them over time remove the need entirely for end-to-end tests in favor of other mechanisms"
"Highlight (Yellow)","Page 297","","Fundamentally, I do think that the use of cloud environments to allow a developer to run more microservices for their development and test cycles is missing the point, resulting in more complexity than is needed, in addition to higher costs."
"Highlight (Yellow)","Page 299","","When it comes to in-production testing, tests carried out on software that is deployed into production, before it is released, should be safe."
"Highlight (Yellow)","Page 301","","considerations about CFRs come far too late. I strongly suggest looking at your CFRs as early as possible and reviewing them regularly."
"Highlight (Yellow)","Page 301","","You may decide that you want performance tests that isolate individual services, but start with tests that check core journeys in your system. You may be able to take end-to-end journey tests and simply run these at volume."
"Highlight (Yellow)","Page 301","","The longer you go without running performance tests, the harder it can be to track down the culprit. Performance problems are especially difficult to resolve, so if you can reduce the number of commits you need to look at to see a newly introduced problem, your life will be much easier."
"Highlight (Yellow)","Page 304","","Optimize for fast feedback, and separate types of tests accordingly. Avoid the need for end-to-end tests that span more than one team—consider using consumer-driven contracts instead. Use consumer-driven contracts to provide focus points for conversations between teams. Try to understand the trade-off between putting more effort into testing and detecting issues faster in production (optimizing for MTBF versus optimizing for MTTR). Give testing in production a try!"
"Highlight (Yellow)","Page 304","","Agile Testing by Lisa Crispin and Janet Gregory (Addison-Wesley),"
"Highlight (Yellow)","Page 306","","Firstly, we need to monitor the small things and provide aggregation to allow us to see the bigger picture. Then, we need to make sure we have tools available to us to slice and dice this data as part of our investigation. Finally, we need to get smarter about how we think about system health, by embracing concepts like testing in production."
"Highlight (Yellow)","Page 310","","New Relic even coined the term MELT (metrics, event, logs, and traces), which hasn’t really caught on, but at least New Relic is trying."
"Highlight (Yellow)","Page 310","","Focusing too much on specific implementation details runs the risk of focusing on activity versus outcome. It’s analogous to the current world of IT, where hundreds if not thousands of organizations have fallen in love with building microservice-based systems without really understanding what they are trying to achieve!"
"Note","Page 310","","Brilliant Quote"
"Highlight (Yellow)","Page 311","","We need to know that the users of our software are happy. If there is a problem, we want to know about it—ideally before our users find an issue themselves. When a problem does occur, we need to work out what we can do to get the system up and running again, and once the dust has settled we want to have enough information in hand to work out what the hell went wrong and what we can do to avoid the problem happening again."
"Highlight (Yellow)","Page 312","","we’re looking to use specialized subsystems to grab our logs and make them available centrally."
"Highlight (Yellow)","Page 313","","come as close I get to giving one-size-fits-all advice: you should view implementing a log aggregation tool as a prerequisite for implementing a microservice architecture."
"Highlight (Yellow)","Page 317","","Once you have log aggregation, get correlation IDs in as soon as possible. Easy to do at the start and hard to retrofit later, they will drastically improve the value of your logs."
"Highlight (Yellow)","Page 321","","Humio is that this was something its developers"
"Highlight (Yellow)","Page 321","","The secret to knowing when to panic and when to relax is to gather metrics about how your system behaves over a long-enough period of time that clear patterns emerge."
"Highlight (Yellow)","Page 327","","service-level agreement (SLA) is an agreement reached between the people building the system and the people using the system."
"Highlight (Yellow)","Page 328","","a team level, we instead talk about service-level objectives (SLOs). SLOs define what the team signs up to provide. Achieving the SLOs of every team across the organization will satisfy (and likely greatly exceed) the requirements of the organization’s SLAs."
"Highlight (Yellow)","Page 329","","Error budgets are as much about giving teams breathing room to try new things as anything."
"Highlight (Yellow)","Page 333","","our model for semantic correctness would be expected to greatly exceed our obligations in an SLA, and we would expect to have concrete SLOs that allow us to track against this model."
"Highlight (Yellow)","Page 333","","you may not be in a position to decide what these value statements should be. In a product-driven delivery organization, this is where the product owner should come in—but"
"Highlight (Yellow)","Page 336","","I’ve found the use of synthetic transactions to perform semantic monitoring like this to be a far better indicator of issues in systems than alerting on the lower-level metrics."
"Highlight (Yellow)","Page 336","","run a subset of these tests, on an ongoing basis, as a way of monitoring our system?"
"Highlight (Yellow)","Page 337","","Smoke tests Used after the software is deployed into production but before it is released,"
"Highlight (Yellow)","Page 337","","monitoring and observability is one area in which standardization can be incredibly important."
"Highlight (Yellow)","Page 338","","You should try to write your logs out in a standard format. You definitely want to have all your metrics in one place, and you may want to have a list of standard names for your metrics too;"
"Highlight (Yellow)","Page 338","","Honeycomb and Lightstep leading the way in terms of what observability tooling for microservices looks like,"
"Highlight (Yellow)","Page 339","","OpenTelemetry initiative,"
"Highlight (Yellow)","Page 347","","The principle of least privilege describes the idea that when granting access we should grant the minimum access a party needs to carry out the required functionality, and only for the time period they need it."
"Highlight (Yellow)","Page 350","","Identify who your potential attackers are, what targets they are trying to acquire, and where you are most vulnerable. Protect your key assets from would-be hackers. Detect if an attack has happened, despite your best efforts. Respond when you’ve found out something bad has occurred. Recover in the wake of an incident."
"Highlight (Yellow)","Page 352","","can recommend Threat Modeling: Designing for Security5 by Adam Shostack."
"Highlight (Yellow)","Page 355","","Even if someone gets hold of your API keys for your cloud provider and doesn’t decide to destroy everything you’ve built, they might decide to spin up some expensive virtual machines to run some bitcoin mining in the hope that you won’t notice."
"Note","Page 355","","Victor xD"
"Highlight (Yellow)","Page 364","","you want to avoid what I call the Schrödinger backup.9 This is a backup that may or may not actually be a backup. Until you actually try and restore it, you really don’t know if it’s actually a backup use,"
"Highlight (Yellow)","Page 365","","Being able to rebuild your microservice and recover its data in an automated fashion helps you recover in the wake of an attack and also has the advantage of making your deployments easier across the board, having positive benefits for development, test, and production operations activities."
"Highlight (Yellow)","Page 370","","due to the various potential attack vectors out there (unsecured WiFi, DNS poisoning, and the like), it is vital to ensure that when we go to a website it really is the website it claims to be. With HTTPS,"
"Note","Page 370","","Wait, does guzzle implement tls? Or d we normally disable it? Aking guzzle calls to servers which might not be the server we want to male the call to?"
"Highlight (Yellow)","Page 371","","I’ve seen some solutions (including those pushed by API gateway vendors) that involve the server having to make calls to central services to check client identity, which is pretty nuts when you consider the latency implications."
"Highlight (Yellow)","Page 371","","mutual TLS is rarely used. In our microservice architecture, though, especially where we might be operating in a zero-trust environment, this is much more common."
"Highlight (Yellow)","Page 372","","When you use either plain old HTTPS or mutual TLS, data won’t be visible to intermediate parties—this is because TLS encrypts the data being sent. This can be problematic if you explicitly want the data sent in the open—for example, reverse proxies like Squid or Varnish are able to cache HTTP responses, but that isn’t possible with HTTPS."
"Highlight (Yellow)","Page 376","","managing authentication of key services that are vital to the running of your software or allow access to especially sensitive information (e.g., source code access), I’d consider the use of MFA to be a must."
"Highlight (Yellow)","Page 377","","Rather than having each service manage handshaking with our identity provider, a more common approach is to use a gateway to act as a proxy, sitting between your services and the outside world"
"Highlight (Yellow)","Page 378","","However, we still need to solve the problem of how the downstream service receives information about principals, such as their username or what roles they play. If you’re using HTTP, you could configure your gateway to populate headers with this information."
"Highlight (Yellow)","Page 378","","create a JSON Web Token (JWT) containing all the information about the principal; this has a number of benefits, including being something we can more easily pass from microservice to microservice."
"Highlight (Yellow)","Page 378","","If you decide to use a gateway, make sure your developers can launch their services behind one without too much work."
"Highlight (Yellow)","Page 379","","Assuming our gateway can extract attributes about the principal as a result of the authentication, it may be able to make more nuanced decisions."
"Highlight (Yellow)","Page 379","","example, it is common to place people in groups or assign them to roles. We can use this information to understand what they can do. So for the helpdesk application, we might allow access only to principals with a specific role (e.g., STAFF). Beyond allowing (or disallowing) access to specific resources or endpoints, though, we need to leave the rest to the microservice itself;"
"Highlight (Yellow)","Page 379","","These decisions need to be local to the microservice in question."
"Highlight (Yellow)","Page 379","","have seen people use the various attributes supplied by identity providers in horrible ways, using really fine-grained roles like CALL_CENTER_50_DOLLAR_REFUND, where they end up putting information specific to one piece of microservice functionality into their directory services. This is a nightmare to maintain and gives very little scope for our services to have their own independent life cycle, as suddenly a chunk of information about how a service behaves lives elsewhere,"
"Highlight (Yellow)","Page 381","","Fundamentally, what has happened here is that while we have authenticated the user in question, we aren’t providing sufficient authorization. What we want is some part of our system to be able to judge that a request to see User A’s details can be granted only if it’s User A asking to see them. Where does this logic live, though?"
"Highlight (Yellow)","Page 382","","Therefore, we’d want to push the decision about whether or not the call should be authorized into the same microservice where the functionality being requested lives. This makes the microservice more self-contained and also gives us the option to implement zero trust if we want."
"Note","Page 382","","When explaining about having the authorization in a central upstream. Imagine deploying a micro plus the gw part where it says what is being authorized"
"Highlight (Yellow)","Page 382","","the most common solution to this particular problem has been to use JSON Web Tokens."
"Note","Page 382","","About the confused deputy. Central authorization nope, just decoupled per service but how to get the user info the micro needs? and to make sure it hsnt been tempered with"
"Highlight (Yellow)","Page 384","","once authenticated we generate some sort of token to represent their logged-in session (likely an OAuth token), which is stored on the client device. Subsequent requests from that client device hit our gateway, which generates a JWT token that will be valid for the duration of that request."
"Highlight (Yellow)","Page 385","","A variation to this approach is to generate a JWT token when the user initially authenticates themselves with the system and then have that JWT token stored on the client device. It’s worth considering, though, that such a token will have to be valid for the duration of the logged-in session;"
"Highlight (Yellow)","Page 386","","For a broader look at application security in general, I recommend Agile Application Security by Laura Bell et al.17"
"Highlight (Yellow)","Page 391","","Creating a culture that prioritizes creating an environment in which people can share information freely, without fear of retribution, is vital to encourage learning in the wake of an incident. Having the bandwidth to really examine such surprises and extract the key learnings requires time, energy, and people—all things that will reduce the resources available to you to deliver features in the short term. Deciding to embrace sustained adaptability is partly about finding the balancing point between short-term delivery and longer-term adaptability."
"Highlight (Yellow)","Page 391","","Taken more broadly, the ability to deliver resiliency is a property not of the software itself but of the people building and running the system."
"Highlight (Yellow)","Page 394","","right thing to do in any situation is often not a technical decision. We might know what is technically possible when the shopping cart is down, but unless we understand the business context we won’t understand what action we should be taking."
"Highlight (Yellow)","Page 397","","we discovered the hard way that systems that just act slow are much harder to deal with than systems that just fail fast. In a distributed system, latency kills."
"Highlight (Yellow)","Page 401","","I’d suggest starting with separate connection pools for each downstream connection, at the very least. You"
"Note","Page 401","","Zinio proxy might help"
"Highlight (Yellow)","Page 401","","With a circuit breaker, after a certain number of requests to the downstream resource have failed (due either to error or to a time-out), the circuit breaker is blown."
"Highlight (Yellow)","Page 402","","While the circuit breaker is blown, you have some options. One is to queue up the requests and retry them later on."
"Highlight (Yellow)","Page 404","","Scripting the process to manually open and close a circuit breaker as part of an automated deployment process could be a sensible next step."
"Highlight (Yellow)","Page 408","","More than one client I’ve worked with has had a disaster recovery hosting platform with a different supplier, for example, to ensure they weren’t too vulnerable to the mistakes of one company."
"Highlight (Yellow)","Page 417","","resiliency requires a questioning mind—a drive to constantly examine the weaknesses in our system. This requires a culture of learning, and often the best learning can come in the wake of an incident."
"Highlight (Yellow)","Page 427","","Partitioning at the database level often makes sense if the database technology you are using supports this concept natively, as you can then offload this problem to an existing implementation."
"Highlight (Yellow)","Page 428","","Kafka supports distributing messages across partitioned topics."
"Highlight (Yellow)","Page 428","","it is common to combine data partitioning with a technique like horizontal duplication to improve the robustness of a given partition."
"Highlight (Yellow)","Page 430","","thoroughly recommend the pleasingly concise NoSQL Distilled,"
"Highlight (Yellow)","Page 433","","Any form of optimization should be driven by real need."
"Highlight (Yellow)","Page 434","","you’ve identified what you think is a problem, try to identify a small amount of work that can be done to confirm whether or not your proposed solution will work. In the context of scaling systems to handle load, having a suite of automated load tests, for example, can be incredibly useful."
"Highlight (Yellow)","Page 434","","As such, if you are considering CQRS as a way to help scale your application, regard it as one of the harder forms of scaling you’d need to implement, and perhaps try some of the easier stuff first. For example, if you are simply read-constrained, a read replica may well be a significantly less risky and faster approach to start with."
"Highlight (Yellow)","Page 435","","One final note on CQRS and event sourcing: from the point of view of a microservice architecture, the decision to use or not use these techniques is an internal implementation detail of a microservice. If you’ve decided to implement a microservice by splitting responsibility for reads and writes across different processes and models, for example, this should be invisible to consumers of the microservice. If inbound requests need to be redirected to the appropriate model based on the request being made, make this the responsibility of the microservice implementing CQRS. Keeping these implementation details hidden from consumers gives you a lot of flexibility to change your mind later, or to change how you are using these patterns."
"Highlight (Yellow)","Page 440","","We could, for example, maintain a reverse proxy within our microservice’s logical boundary, use a hidden Redis node, or divert read queries to read replicas of a database."
"Note","Page 441","","Server side cache"
"Highlight (Yellow)","Page 441","","The major issue with this form of caching is that it has reduced scope for optimizing for latency, as a round trip by consumers to the microservice is still needed."
"Note","Page 441","","Server side cache"
"Highlight (Yellow)","Page 444","","If the cost of creating the response is high, perhaps requiring an expensive set of database queries, then conditional GET requests can be an effective mechanism."
"Highlight (Yellow)","Page 444","","our Recommendation microservice is maintaining a client-side cache. Entries in that cache are invalidated when the Inventory microservice fires a Stock Change event, letting Recommendation (or any other subscribers to this event) know that"
"Note","Page 445","","Sorry but i hate this example. This cache should be part of the bounded context. Everything else should work the same as he explains like it is a cache. But we shoul probably save this info in the same db or in the read model"
"Highlight (Yellow)","Page 449","","Those pages with Expires: Never stuck in the caches of many of our users and would never be invalidated until the cache became full or the user cleaned them out manually. Clearly we couldn’t make either thing happen; our only option was to change the URLs of these pages so they were refetched."
"Note","Page 449","","Smart unevitable solution "
"Highlight (Yellow)","Page 449","","Knowing how fast you can scale up once you spot an upward trend is key. If you know you’ll get only a couple of minutes’ notice about an increase in load, but scaling up will take you at least 10 minutes, then you know you’ll need to keep extra capacity around to bridge this gap."
"Highlight (Yellow)","Page 450","","Having a good suite of load tests is almost essential here."
"Highlight (Yellow)","Page 450","","You can use them to test your autoscaling rules."
"Highlight (Yellow)","Page 450","","I’d suggest using autoscaling for failure conditions first while you collect the data. Once you want to start autoscaling for load, make sure you are very cautious about scaling down too quickly."
"Highlight (Yellow)","Page 451","","There is a danger that people will see the need to rearchitect when certain scaling thresholds are reached as a reason to build for massive scale from the beginning. This can be disastrous. At the start of a new project, we often don’t know exactly what we want to build, nor do we know if it will be successful."
"Highlight (Yellow)","Page 459","","think that having a dedicated frontend team is in general a mistake if you are trying to optimize for good throughput—it creates new handoff points in your organization, slowing things down."
"Highlight (Yellow)","Page 464","","Really, this pattern works best when you want all of the implementation and behavior of your UI in one deployable unit. For a single team developing both the frontend and all supporting microservices, that might be fine. Personally, if you have more than one team working on your software, I think you should fight against that urge, as it can result in you slipping into a layered architecture with the associated organizational silos."
"Note","Page 464","","About momolithic frontend"
"Highlight (Yellow)","Page 464","","define micro frontends as follows: “An architectural style where independently deliverable frontend applications are composed into a greater whole.”"
"Highlight (Yellow)","Page 465","","we can consider two key decompositional techniques that can aid implementation of the micro frontend pattern. Widget-based decomposition involves splicing different parts of a frontend together into a single screen. Page-based decomposition, on the other hand, has the frontend split apart into independent web pages."
"Highlight (Yellow)","Page 466","","reflection, I feel that the SCS approach is a tech-focused approach to promote an organizational concept. As such, I’d rather focus on the importance of stream-aligned teams with reduced coordination, and let the technology and architecture flow from that."
"Highlight (Yellow)","Page 470","","You still need some sort of assembly layer to pull these parts together. This could be as simple as making use of server-side or client-side templates, though."
"Note","Page 470","","Widget based micro frontends"
"Highlight (Yellow)","Page 473","","The widget decomposition pattern is incredibly useful if you are building a rich web-based user interface, and I would strongly suggest the use of widgets in any situation in which you are making use of a SPA framework and want to break up responsibilities for the frontend, moving toward a micro frontend approach."
"Highlight (Yellow)","Page 475","","Pattern: Central Aggregating Gateway A central-purpose aggregating gateway sits between external user interfaces and downstream microservices and performs call filtering and aggregation for all user interfaces."
"Highlight (Yellow)","Page 477","","Fundamentally, the nature of the call aggregation and filtering is largely driven by the requirements of the external user interfaces. As such, it would make natural sense for the gateway to be owned by the team(s) creating the UI."
"Highlight (Yellow)","Page 479","","It’s common to realize that a pattern of call aggregation actually relates to some domain functionality that could justify a microservice in its own right"
"Highlight (Yellow)","Page 479","","So if you want to make use of a dedicated API gateway, go ahead—but strongly consider having your filtering and aggregation logic elsewhere."
"Highlight (Yellow)","Page 480","","Pattern: Backend for Frontend (BFF) The main distinction between a BFF and a central aggregating gateway is that a BFF is single purpose in nature—it is developed for a specific user interface."
"Highlight (Yellow)","Page 484","","The other option is to extract the shared functionality into a new microservice. This can work well if the functionality being extracted represents business domain functionality."
"Note","Page 484","","About extracting common functionality from different backforfrons"
"Highlight (Yellow)","Page 486","","You can think of BFFs as just having a use in solving the constraints of mobile devices. The desktop web experience is typically delivered on more powerful devices with better connectivity, where the cost of making multiple downstream calls is manageable."
"Highlight (Yellow)","Page 487","","This approach can be especially effective, as third parties often have limited to no ability (or desire) to use or change the API calls they make. With a central API backend, you may have to keep old versions of the API around just to satisfy a small subset of your outside parties unable to make a change; with a BFF, this problem is substantially reduced. It also limits the impact of breaking changes."
"Note","Page 487","","Bff for 3rd party clirnts connecting to you via API"
"Highlight (Yellow)","Page 489","","implement GraphQL, we need a resolver to handle the queries. A GraphQL resolver sits on the server side and maps the GraphQL queries into calls to actually fetch the information. So in the case of a microservice architecture, we’d need a resolver that would be capable of mapping the request for the order with ID 123 into an equivalent call to a microservice."
"Highlight (Yellow)","Page 489","","That said, server-side changes will still be needed if you need to expose new types or add fields to existing types. As such, you may still want multiple GraphQL server backends to align along team boundaries—so GraphQL becomes a way of implementing a BFF."
"Highlight (Yellow)","Page 491","","shift to a microservice architecture without a shift in organizational structure will blunt the usefulness of microservices—you may end up paying the (considerable) cost for the architectural change, without getting the return on your investment."
"Highlight (Yellow)","Page 492","","their book Accelerate,1 Nicole Forsgren, Jez Humble, and Gene Kim"
"Highlight (Yellow)","Page 497","","you to be able to throw more people (or teams) at a problem to go faster, the work needs to be able to be split apart into tasks that can be worked on, to some degree, in parallel. If one developer is doing some work that another developer is waiting for, the work cannot be done in parallel, it must be done sequentially."
"Note","Page 497","","Why 9 pregnat women dont make a newborn in 1 month. Proof to the boss that this work cant be done in paralel and even if some bits can theres still coordination"
"Highlight (Yellow)","Page 517","","Do Code Reviews Promptly! If you want to do code reviews and aren’t pair programming, do the review as quickly as possible after the change is submitted, and go through the feedback in as synchronous a way as possible, ideally face to face with the reviewer."
"Highlight (Yellow)","Page 518","","Personally, I have some deep reservations around some aspects of ensemble programming. You’ll find your team is in fact a neurodiverse bunch, and power imbalances in the ensemble can further undermine the goal of collective problem solving. Not everyone is comfortable working in a group, and an ensemble is definitely that. Some people will thrive in such an environment, while others will feel totally unable to contribute. When I’ve raised this issue with some proponents of ensemble programming, I’ve gotten a variety of responses, many of which boil down to the belief that if you create the right ensemble environment, anyone will be able to “come out of their shell and contribute.” Let’s just say that after that particular set of conversations, I rolled my eyes so much I nearly went blind. To be fair, these same concerns can be raised about pair programming as well!"
"Highlight (Yellow)","Page 518","","While I have no doubt that many ensemble programming proponents won’t be as unaware or tone-deaf as this, it’s important to remember that creating an inclusive workspace is in part about understanding how to create an environment in which all members of the team are able to fully contribute in a way that is safe and comfortable for them. And don’t kid yourself that just because you’ve got everyone in a room everyone is actually contributing."
"Highlight (Yellow)","Page 523","","No matter how it looks at first, it’s always a people problem. Gerry Weinberg, The Second Law of Consulting"
"Highlight (Yellow)","Page 524","","James Lewis, “Scale, Microservices and Flow,” YOW! Conferences, February 10,"
"Highlight (Yellow)","Page 528","","This shared understanding is called ‘architecture.’ This understanding includes how the system is divided into components and how the components interact through interfaces."
"Note","Page 528","","At cmrad theres no rchitecture, or there is but i wot change because the environment will prevent ot and a single person doesnt change it sonce its a social construct"
"Highlight (Yellow)","Page 533","","“be worried about what happens between the boxes, and be liberal in what happens inside.”"
"Highlight (Yellow)","Page 533","","our system doesn’t just accommodate users; it also accommodates the people that actually build the software themselves. A successful architecture also helps create a nice environment in which to do our work."
"Highlight (Yellow)","Page 542","","The act of making nontechnical product owners more accountable for prioritization around technical activities is nontrivial, but it is absolutely worth it in my experience."
"Note","Page 542","","Good think pplied everywhere ive worked so fr"
"Note","Page 550","","Rest apI For consumers to interact with i like xceed way! "
"Highlight (Yellow)","Page 550","","Over time, look to reduce your reliance on end-to-end tests; consider replacing some of the effort put into this form of testing with consumer-driven contracts, schema compatibility checking, and testing in production."
"Highlight (Yellow)","Page 550","","“must reads.” The first is Accelerate by Nicole Forsgren, Jez Humble, and Gene Kim. The second is Team Topologies by Matthew Skelton and Manuel Pais."
